Event;Gender;Date;Time;Athlete;Country;Meet;City;Nation
4x200m freestyle;Men;24/08/1978;7:20.82;GAINES, Rowdy;USA;World Championships;Berlin;FRG
4x200m freestyle;Men;23/08/1983;7:20.40;SCHMIDT, Andreas;FRG;European Championships;Roma, Lazio;ITA
4x200m freestyle;Men;23/08/1983;7:20.40;GROSS, Michael;FRG;European Championships;Roma, Lazio;ITA
4x200m freestyle;Men;23/08/1983;7:20.40;SCHOWTKA, Alexander;FRG;European Championships;Roma, Lazio;ITA
4x200m freestyle;Men;23/08/1983;7:20.40;FAHRNER, Thomas;FRG;European Championships;Roma, Lazio;ITA
4x200m freestyle;Men;30/07/1984;7:18.87;GABERINO, Geoffrey;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:18.87;LARSON, David;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:18.87;HAYES, Bruce;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:18.87;SAEGER, Rich;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:15.69;HEATH, Mike;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:15.69;LARSON, David;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:15.69;FLOAT, Jeff;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;30/07/1984;7:15.69;HAYES, Bruce;USA;Olympic Games;Los Angeles, California;USA
4x200m freestyle;Men;19/08/1987;7:13.10;SITT, Peter;FRG;European Championships;Strasbourg;FRA
4x200m freestyle;Men;19/08/1987;7:13.10;HENKEL, Rainer;FRG;European Championships;Strasbourg;FRA
4x200m freestyle;Men;19/08/1987;7:13.10;FAHRNER, Thomas;FRG;European Championships;Strasbourg;FRA
4x200m freestyle;Men;19/08/1987;7:13.10;GROSS, Michael;FRG;European Championships;Strasbourg;FRA
4x200m freestyle;Men;21/09/1988;7:12.51;DALBEY, Troy;USA;Olympic Games;Seoul;KOR
4x200m freestyle;Men;21/09/1988;7:12.51;CETLINSKI, Matt;USA;Olympic Games;Seoul;KOR
4x200m freestyle;Men;21/09/1988;7:12.51;GJERTSEN, Doug;USA;Olympic Games;Seoul;KOR
4x200m freestyle;Men;21/09/1988;7:12.51;BIONDI, Matt;USA;Olympic Games;Seoul;KOR
4x200m freestyle;Men;27/07/1992;7:11.95;LEPIKOV, Dmitry;CEI;Olympic Games;Barcelona;ESP
4x200m freestyle;Men;27/07/1992;7:11.95;PYSHNENKO, Vlad;CEI;Olympic Games;Barcelona;ESP
